p_id,workclass,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,native_country,income,income_lev
16674,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
16675,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,Mexico,<=50K,0
16676,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
16677,Private,Some-college,10,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
16678,Private,Some-college,10,3,Some college or associate's degree,0,Transport-moving,Not-in-family,United-States,<=50K,0
16679,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
16680,Public-sector,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
16681,Self-emp,10th,6,1,Less than HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
16682,Self-emp,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
16683,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
16684,Private,Assoc-voc,11,3,Some college or associate's degree,1,Prof-specialty,Husband,United-States,>50K,1
16685,Private,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
16686,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
16687,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16688,Self-emp,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
16689,Public-sector,Bachelors,13,4,Bachelor's degree,1,Other-service,Husband,United-States,>50K,1
16690,Self-emp,Some-college,10,3,Some college or associate's degree,1,Handlers-cleaners,Husband,United-States,>50K,1
16691,Public-sector,HS-grad,9,2,HS graduate,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16692,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
16693,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,United-States,<=50K,0
16694,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
16695,Private,Assoc-voc,11,3,Some college or associate's degree,0,Tech-support,Own-child,United-States,<=50K,0
16696,Public-sector,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,<=50K,0
16697,Self-emp,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
16698,Public-sector,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
16699,Self-emp,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,Italy,>50K,1
16700,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16701,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,>50K,1
16702,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
16703,Private,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,United-States,>50K,1
16704,Private,Assoc-voc,11,3,Some college or associate's degree,0,Prof-specialty,Own-child,United-States,<=50K,0
16705,Self-emp,HS-grad,9,2,HS graduate,0,Prof-specialty,Not-in-family,England,<=50K,0
16706,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,<=50K,0
16707,Public-sector,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
16708,Private,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,<=50K,0
16709,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
16710,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16711,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
16712,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
16713,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
16714,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16715,Private,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
16716,Self-emp,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16717,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16718,Private,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,United-States,<=50K,0
16719,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
16720,Self-emp,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
16721,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,>50K,1
16722,Private,Assoc-voc,11,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
16723,Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16724,Private,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
16725,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
16726,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16727,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Not-in-family,Mexico,<=50K,0
16728,Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16729,Private,Bachelors,13,4,Bachelor's degree,1,Craft-repair,Husband,Japan,>50K,1
16730,Private,10th,6,1,Less than HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
16731,?,HS-grad,9,2,HS graduate,0,?,Not-in-family,United-States,<=50K,0
16732,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16733,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Not-in-family,United-States,<=50K,0
16734,Private,9th,5,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16735,Private,10th,6,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16736,Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
16737,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,<=50K,0
16738,Private,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
16739,Private,Assoc-voc,11,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
16740,Self-emp,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16741,Public-sector,HS-grad,9,2,HS graduate,1,Other-service,Wife,United-States,<=50K,0
16742,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,United-States,>50K,1
16743,?,10th,6,1,Less than HS graduate,0,?,Own-child,United-States,<=50K,0
16744,Private,Bachelors,13,4,Bachelor's degree,0,Sales,Not-in-family,United-States,<=50K,0
16745,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
16746,Private,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Other-relative,United-States,<=50K,0
16747,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Not-in-family,United-States,>50K,1
16748,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
16749,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
16750,?,Some-college,10,3,Some college or associate's degree,1,?,Wife,United-States,<=50K,0
16751,Self-emp,9th,5,1,Less than HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
16752,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16753,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Own-child,United-States,<=50K,0
16754,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16755,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
16756,Private,10th,6,1,Less than HS graduate,0,Other-service,Other-relative,Mexico,<=50K,0
16757,Public-sector,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
16758,Private,10th,6,1,Less than HS graduate,1,Craft-repair,Husband,United-States,>50K,1
16759,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
16760,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
16761,Private,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
16762,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
16763,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,>50K,1
16764,Private,11th,7,1,Less than HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
16765,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
16766,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
16767,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,United-States,<=50K,0
16768,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Own-child,United-States,<=50K,0
16769,Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16770,Private,11th,7,1,Less than HS graduate,0,Craft-repair,Other-relative,United-States,<=50K,0
16771,Private,Assoc-voc,11,3,Some college or associate's degree,0,Other-service,Not-in-family,Cuba,<=50K,0
16772,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Unmarried,United-States,<=50K,0
16773,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,United-States,<=50K,0
16774,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Unmarried,United-States,<=50K,0
16775,Private,12th,8,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16776,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
16777,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
16778,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,India,>50K,1
16779,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,United-States,<=50K,0
16780,Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16781,Self-emp,11th,7,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16782,Private,Bachelors,13,4,Bachelor's degree,1,Transport-moving,Husband,United-States,>50K,1
16783,Self-emp,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16784,Private,7th-8th,4,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16785,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Prof-specialty,Husband,United-States,>50K,1
16786,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
16787,Private,11th,7,1,Less than HS graduate,0,Sales,Own-child,United-States,<=50K,0
16788,Self-emp,Doctorate,16,5,Graduate or professional degree,1,Exec-managerial,Husband,United-States,>50K,1
16789,Public-sector,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,United-States,>50K,1
16790,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
16791,Public-sector,HS-grad,9,2,HS graduate,0,Protective-serv,Not-in-family,United-States,<=50K,0
16792,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
16793,Private,11th,7,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16794,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
16795,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Own-child,United-States,<=50K,0
16796,Private,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
16797,Self-emp,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
16798,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
16799,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16800,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,<=50K,0
16801,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
16802,?,Bachelors,13,4,Bachelor's degree,1,?,Wife,United-States,<=50K,0
16803,Public-sector,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16804,Self-emp,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
16805,Public-sector,HS-grad,9,2,HS graduate,1,Tech-support,Husband,United-States,>50K,1
16806,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,>50K,1
16807,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16808,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,>50K,1
16809,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
16810,?,Bachelors,13,4,Bachelor's degree,1,?,Wife,United-States,>50K,1
16811,Public-sector,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Wife,United-States,>50K,1
16812,Unpaid,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Wife,United-States,<=50K,0
16813,Private,5th-6th,3,1,Less than HS graduate,0,Other-service,Unmarried,Mexico,<=50K,0
16814,Private,Assoc-voc,11,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,<=50K,0
16815,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16816,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,France,<=50K,0
16817,?,HS-grad,9,2,HS graduate,0,?,Not-in-family,Puerto-Rico,<=50K,0
16818,Public-sector,HS-grad,9,2,HS graduate,1,Tech-support,Wife,United-States,>50K,1
16819,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
16820,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
16821,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Own-child,United-States,<=50K,0
16822,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,Germany,<=50K,0
16823,Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
16824,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16825,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16826,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Wife,United-States,<=50K,0
16827,?,Assoc-acdm,12,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
16828,Private,12th,8,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16829,Public-sector,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
16830,Private,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,<=50K,0
16831,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Other-relative,United-States,<=50K,0
16832,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
16833,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
16834,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16835,?,Assoc-voc,11,3,Some college or associate's degree,1,?,Not-in-family,United-States,<=50K,0
16836,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
16837,Private,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16838,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,?,<=50K,0
16839,Private,Some-college,10,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
16840,Private,HS-grad,9,2,HS graduate,0,Sales,Own-child,United-States,<=50K,0
16841,Private,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16842,Private,10th,6,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16843,Public-sector,Assoc-voc,11,3,Some college or associate's degree,1,Tech-support,Husband,Hong-Kong,<=50K,0
16844,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16845,Private,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
16846,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
16847,Private,11th,7,1,Less than HS graduate,0,Craft-repair,Not-in-family,United-States,>50K,1
16848,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,Poland,>50K,1
16849,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,<=50K,0
16850,Private,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,<=50K,0
16851,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Own-child,United-States,<=50K,0
16852,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16853,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16854,Private,12th,8,1,Less than HS graduate,0,Machine-op-inspct,Unmarried,United-States,<=50K,0
16855,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
