p_id,age,workclass,fnlwgt,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev,education_cat
12999,31,Private,36302,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0,4,Bachelor's degree
13000,50,Self-emp-not-inc,176867,Married-civ-spouse,Prof-specialty,Husband,White,Male,3781,0,40,United-States,0,5,Graduate or professional degree
13001,62,Private,169204,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,2,HS graduate
13002,26,Private,38232,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0,4,Bachelor's degree
13003,64,State-gov,277657,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,0,2,HS graduate
13004,38,Private,32271,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
13005,44,Private,116825,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,80,United-States,1,5,Graduate or professional degree
13006,28,Self-emp-not-inc,226198,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
13007,19,Private,28145,Never-married,Other-service,Own-child,White,Female,0,0,52,United-States,0,2,HS graduate
13008,39,Private,140477,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,0,2,HS graduate
13009,50,Private,165050,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,Less than HS graduate
13010,39,Self-emp-inc,202937,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,5,Graduate or professional degree
13011,36,Private,316298,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0,4,Bachelor's degree
13012,39,Private,203070,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,49,United-States,0,3,Some college or associate's degree
13013,51,Self-emp-inc,103995,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,0,3,Some college or associate's degree
13014,28,Private,176137,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,0,2,HS graduate
13015,57,Self-emp-not-inc,103948,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,1,5,Graduate or professional degree
13016,40,Local-gov,39581,Separated,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,0,5,Graduate or professional degree
13017,27,Private,506436,Divorced,Sales,Unmarried,White,Female,0,0,40,Peru,0,3,Some college or associate's degree
13018,32,Private,226975,Never-married,Sales,Own-child,White,Male,0,1876,60,United-States,0,3,Some college or associate's degree
13019,49,State-gov,154493,Divorced,Exec-managerial,Unmarried,White,Female,0,0,44,United-States,0,2,HS graduate
13020,34,Self-emp-not-inc,137223,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0,1,Less than HS graduate
13021,24,Private,102323,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
13022,54,Private,257765,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Guatemala,0,1,Less than HS graduate
13023,52,Private,42924,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0,1,Less than HS graduate
13024,43,Private,167599,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,25,United-States,0,1,Less than HS graduate
13025,84,?,368925,Widowed,?,Not-in-family,White,Male,0,0,15,United-States,0,1,Less than HS graduate
13026,79,?,100881,Married-civ-spouse,?,Wife,White,Female,0,0,2,United-States,1,3,Some college or associate's degree
13027,35,Private,52738,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,0,3,Some college or associate's degree
13028,56,Private,98418,Divorced,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,0,2,HS graduate
13029,30,Private,381153,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
13030,54,Private,103700,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
13031,35,Private,298635,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,0,4,Bachelor's degree
13032,32,Private,127895,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
13033,44,Self-emp-inc,212760,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,4,Bachelor's degree
13034,32,Private,281384,Married-AF-spouse,Other-service,Other-relative,White,Female,0,0,10,United-States,0,2,HS graduate
13035,60,Private,181200,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
13036,40,Private,257364,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,0,3,Some college or associate's degree
13037,50,Private,283281,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0,1,Less than HS graduate
13038,58,Private,214502,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,1,1,Less than HS graduate
13039,41,Private,69333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1,2,HS graduate
13040,28,Private,190060,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
13041,53,Private,95864,Never-married,Adm-clerical,Other-relative,White,Male,0,0,35,United-States,0,2,HS graduate
13042,71,?,144872,Married-civ-spouse,?,Husband,White,Male,6514,0,40,United-States,1,3,Some college or associate's degree
13043,17,?,275778,Never-married,?,Own-child,White,Female,0,0,25,Mexico,0,1,Less than HS graduate
13044,45,Private,27332,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
13045,23,Private,24395,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,0,2,HS graduate
13046,25,Private,330695,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,3,Some college or associate's degree
13047,40,Self-emp-not-inc,171615,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,1,3,Some college or associate's degree
13048,28,Private,116372,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,0,4,Bachelor's degree
13049,27,Private,38599,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,1,Less than HS graduate
13050,19,Local-gov,202184,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,0,3,Some college or associate's degree
13051,24,Private,315303,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,25,United-States,0,2,HS graduate
13052,38,Private,103456,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,0,4,Bachelor's degree
13053,24,State-gov,163480,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0,5,Graduate or professional degree
13054,18,Private,317425,Never-married,Other-service,Own-child,Black,Male,0,0,7,United-States,0,1,Less than HS graduate
13055,58,Private,216941,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
13056,35,Private,116541,Never-married,Prof-specialty,Own-child,White,Male,0,0,44,United-States,1,5,Graduate or professional degree
13057,43,Private,186396,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,20,United-States,0,1,Less than HS graduate
13058,45,Private,273194,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3137,0,35,United-States,0,2,HS graduate
13059,24,Private,385540,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,0,2,HS graduate
13060,63,Private,201631,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,0,1,Less than HS graduate
13061,40,Private,439919,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0,1,Less than HS graduate
13062,21,Private,182117,Never-married,Other-service,Other-relative,White,Male,0,0,20,United-States,0,4,Bachelor's degree
13063,20,State-gov,334113,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
13064,42,Private,184837,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,40,United-States,1,2,HS graduate
13065,49,?,228372,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,1,3,Some college or associate's degree
13066,47,Federal-gov,211123,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
13067,48,Self-emp-inc,38819,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,0,2,HS graduate
13068,61,Private,162391,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1651,40,United-States,0,1,Less than HS graduate
13069,23,?,302836,Married-civ-spouse,?,Husband,White,Male,0,0,40,El-Salvador,0,3,Some college or associate's degree
13070,35,State-gov,89040,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
13071,46,Private,264210,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,20,United-States,0,3,Some college or associate's degree
13072,18,Private,87157,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0,1,Less than HS graduate
13073,28,Self-emp-not-inc,398918,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,1,4,Bachelor's degree
13074,62,?,123612,Married-civ-spouse,?,Husband,White,Male,0,0,4,United-States,0,4,Bachelor's degree
13075,20,Private,155818,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0,2,HS graduate
13076,28,Private,243660,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
13077,57,Private,134195,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
13078,56,Private,238638,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
13079,33,Private,159929,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
13080,19,Private,198668,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
13081,29,Private,215504,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
13082,30,Private,158002,Never-married,Craft-repair,Other-relative,White,Male,0,0,55,Ecuador,0,3,Some college or associate's degree
13083,53,Local-gov,35305,Divorced,Prof-specialty,Unmarried,White,Female,0,0,57,United-States,0,4,Bachelor's degree
13084,25,Private,195994,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,0,1,Less than HS graduate
13085,44,State-gov,321824,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,0,2,HS graduate
13086,22,Private,180449,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,28,United-States,0,3,Some college or associate's degree
13087,40,Private,201764,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
13088,25,Private,250038,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,?,0,3,Some college or associate's degree
13089,30,Self-emp-not-inc,226535,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,0,1,Less than HS graduate
13090,51,Private,136121,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0,3,Some college or associate's degree
13091,17,Private,47199,Never-married,Priv-house-serv,Own-child,White,Female,0,0,24,United-States,0,1,Less than HS graduate
13092,46,Local-gov,215895,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
13093,50,State-gov,24647,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
13094,34,Private,734193,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0,3,Some college or associate's degree
13095,42,?,321086,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,0,5,Graduate or professional degree
13096,41,Federal-gov,192589,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,4,Bachelor's degree
13097,32,Private,326283,Never-married,Other-service,Unmarried,Other,Male,0,0,40,United-States,0,4,Bachelor's degree
13098,32,Private,207284,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
13099,47,Private,109089,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,0,3,Some college or associate's degree
13100,50,Private,274528,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
13101,77,Private,142646,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,23,United-States,0,1,Less than HS graduate
13102,33,Private,180859,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
13103,47,Self-emp-inc,188610,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0,2,HS graduate
13104,64,Private,169604,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
13105,34,Private,260560,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
13106,34,Local-gov,188245,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,0,2,HS graduate
13107,67,Local-gov,103315,Never-married,Exec-managerial,Other-relative,White,Female,15831,0,72,United-States,1,5,Graduate or professional degree
13108,37,Local-gov,52465,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
13109,34,Private,737315,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
13110,22,?,195143,Never-married,?,Own-child,White,Female,0,0,29,United-States,0,3,Some college or associate's degree
13111,50,Self-emp-not-inc,219420,Divorced,Sales,Not-in-family,White,Male,0,0,64,United-States,0,5,Graduate or professional degree
13112,60,Private,198170,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,4,Bachelor's degree
13113,46,Local-gov,183168,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,0,4,Bachelor's degree
13114,44,Private,196545,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,4,Bachelor's degree
13115,43,Private,168412,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,44,Poland,0,2,HS graduate
13116,48,Private,174386,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,El-Salvador,1,5,Graduate or professional degree
13117,36,Private,544686,Never-married,Adm-clerical,Other-relative,White,Female,2907,0,40,Nicaragua,0,2,HS graduate
13118,48,Private,95661,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,0,3,Some college or associate's degree
13119,37,Private,468713,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
13120,51,Private,169112,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
13121,52,Private,74024,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,5,Graduate or professional degree
13122,27,Private,110622,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,20,Vietnam,0,1,Less than HS graduate
13123,43,Local-gov,33331,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,5,Graduate or professional degree
13124,23,Private,181557,Never-married,Other-service,Own-child,Black,Male,0,0,25,United-States,0,2,HS graduate
13125,66,Private,142624,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5556,0,40,Yugoslavia,1,3,Some college or associate's degree
13126,37,Self-emp-not-inc,192251,Married-civ-spouse,Other-service,Wife,White,Female,2635,0,40,United-States,0,1,Less than HS graduate
13127,35,Private,146091,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
13128,42,Local-gov,174575,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,1,4,Bachelor's degree
13129,49,Private,200949,Never-married,Other-service,Unmarried,White,Female,0,0,38,Peru,0,1,Less than HS graduate
13130,51,Local-gov,201560,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,4,Bachelor's degree
13131,71,Federal-gov,149386,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,9,United-States,0,2,HS graduate
13132,50,Local-gov,168672,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,40,United-States,1,5,Graduate or professional degree
