p_id,age,workclass,fnlwgt,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,native_country,income,income_lev,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,sex_Male
20704,60,Private,367695,Assoc-acdm,12,3,Some college or associate's degree,1,Adm-clerical,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20705,33,Public-sector,156015,Assoc-voc,11,3,Some college or associate's degree,1,Tech-support,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20706,41,Private,185132,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,0
20707,20,Self-emp,188274,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Own-child,0,0,10,United-States,<=50K,0,0,0,0,0,1
20708,28,Public-sector,50512,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,2202,0,50,United-States,<=50K,0,0,0,0,0,0
20709,24,Public-sector,147719,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,20,India,<=50K,0,0,1,0,0,1
20710,31,Private,414525,12th,8,1,Less than HS graduate,0,Farming-fishing,Not-in-family,0,0,60,United-States,<=50K,0,0,0,1,0,1
20711,38,Private,289148,HS-grad,9,2,HS graduate,1,Craft-repair,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
20712,40,Private,176069,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,0
20713,55,Public-sector,199713,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,15,United-States,<=50K,0,0,0,0,0,1
20714,49,Private,297884,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,4064,0,50,United-States,<=50K,0,0,0,0,0,1
20715,33,Private,204829,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
20716,52,Private,155433,5th-6th,3,1,Less than HS graduate,0,Machine-op-inspct,Not-in-family,0,0,40,?,<=50K,0,0,0,0,0,0
20717,24,Public-sector,32950,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,1
20718,46,Private,233511,Bachelors,13,4,Bachelor's degree,0,Craft-repair,Not-in-family,0,0,48,United-States,<=50K,0,0,0,0,0,1
20719,20,Private,210781,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,20,United-States,<=50K,0,0,0,0,0,0
20720,50,Private,190762,5th-6th,3,1,Less than HS graduate,1,Handlers-cleaners,Husband,0,0,40,Mexico,<=50K,0,0,0,0,0,1
20721,22,Private,83315,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,1
20722,32,Self-emp,343872,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,0,0,35,Haiti,<=50K,0,0,0,1,0,1
20723,46,Private,185385,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,65,United-States,>50K,1,0,0,0,0,1
20724,62,?,302142,HS-grad,9,2,HS graduate,1,?,Husband,2961,0,30,United-States,<=50K,0,0,0,0,0,1
20725,39,Private,80324,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,1977,62,United-States,>50K,1,0,0,0,0,1
20726,26,Private,357933,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,15,United-States,<=50K,0,0,0,0,0,0
20727,20,Private,211293,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,14,United-States,<=50K,0,0,0,1,0,0
20728,37,Self-emp,199265,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
20729,40,Private,202872,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,0,0,24,United-States,<=50K,0,0,0,0,0,0
20730,22,Private,195075,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,38,United-States,<=50K,0,0,0,0,0,0
20731,32,Private,317378,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Own-child,10520,0,40,United-States,>50K,1,0,0,0,0,0
20732,41,Private,187802,Some-college,10,3,Some college or associate's degree,0,Tech-support,Not-in-family,0,0,50,United-States,<=50K,0,0,0,0,0,1
20733,24,Private,97212,Assoc-acdm,12,3,Some college or associate's degree,1,Adm-clerical,Wife,0,0,40,United-States,<=50K,0,0,0,0,0,0
20734,40,Private,47902,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20735,37,Public-sector,76767,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Wife,0,0,39,United-States,>50K,1,0,0,0,0,0
20736,42,Private,172297,Masters,14,5,Graduate or professional degree,1,Adm-clerical,Husband,0,1902,40,United-States,>50K,1,0,0,0,0,1
20737,56,Private,274475,9th,5,1,Less than HS graduate,0,Sales,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
20738,20,Private,105244,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Not-in-family,0,0,50,United-States,<=50K,0,0,0,0,0,1
20739,55,Public-sector,165695,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,1
20740,29,Private,253801,HS-grad,9,2,HS graduate,0,Craft-repair,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,1
20741,37,Private,305597,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20742,61,Self-emp,352448,Bachelors,13,4,Bachelor's degree,1,Transport-moving,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
20743,26,Private,242768,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,38,United-States,<=50K,0,0,0,0,0,1
20744,49,Self-emp,201080,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,55,United-States,<=50K,0,0,0,0,0,1
20745,18,Public-sector,159032,7th-8th,4,1,Less than HS graduate,0,Farming-fishing,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
20746,30,Private,149568,9th,5,1,Less than HS graduate,0,Farming-fishing,Other-relative,0,0,40,United-States,<=50K,0,0,0,1,0,1
20747,24,Private,229553,HS-grad,9,2,HS graduate,0,Other-service,Own-child,0,0,20,?,<=50K,0,0,0,1,0,0
20748,24,Public-sector,155775,HS-grad,9,2,HS graduate,1,Tech-support,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20749,37,Private,120074,HS-grad,9,2,HS graduate,0,Transport-moving,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20750,37,Public-sector,257588,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
20751,36,Private,177907,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,0,0,65,United-States,<=50K,0,0,0,0,0,1
20752,40,Private,309311,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20753,44,Self-emp,138975,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,55,United-States,<=50K,0,0,0,0,0,1
20754,43,Self-emp,187778,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,20,United-States,<=50K,0,0,0,0,0,1
20755,19,Private,35865,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,0
20756,50,Private,234373,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Wife,0,1485,40,United-States,<=50K,0,0,0,0,0,0
20757,17,?,151141,10th,6,1,Less than HS graduate,0,?,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,1
20758,39,Private,144688,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,0,0,50,United-States,<=50K,0,0,0,1,0,0
20759,43,Private,248094,HS-grad,9,2,HS graduate,0,Craft-repair,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,1
20760,43,Private,248094,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20761,40,Private,213821,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,>50K,1,0,0,0,0,1
20762,31,Public-sector,55849,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20763,25,Private,121712,Bachelors,13,4,Bachelor's degree,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20764,30,Public-sector,164552,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,1876,40,United-States,<=50K,0,0,0,0,0,1
20765,55,Private,223127,9th,5,1,Less than HS graduate,1,Farming-fishing,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20766,55,Private,190514,7th-8th,4,1,Less than HS graduate,1,Adm-clerical,Husband,0,0,75,United-States,<=50K,0,0,0,0,0,1
20767,29,Private,203797,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,40,United-States,<=50K,0,0,0,1,0,1
20768,28,Private,378460,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,10520,0,60,United-States,>50K,1,0,0,0,0,1
20769,30,Private,105908,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20770,33,Private,232356,HS-grad,9,2,HS graduate,1,Sales,Husband,0,1672,55,United-States,<=50K,0,0,0,0,0,1
20771,23,Private,210526,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
20772,71,Private,193530,11th,7,1,Less than HS graduate,0,Priv-house-serv,Not-in-family,0,0,75,United-States,<=50K,0,0,0,0,0,0
20773,22,?,22966,Some-college,10,3,Some college or associate's degree,1,?,Husband,0,0,6,United-States,<=50K,0,0,0,0,0,1
20774,21,Private,43535,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20775,62,?,72486,HS-grad,9,2,HS graduate,1,?,Husband,0,0,24,China,<=50K,0,0,1,0,0,1
20776,22,?,229997,Some-college,10,3,Some college or associate's degree,1,?,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
20777,49,Private,183013,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20778,31,Private,113364,Assoc-acdm,12,3,Some college or associate's degree,1,Machine-op-inspct,Husband,0,0,20,United-States,<=50K,0,0,0,0,0,1
20779,27,Private,197380,Assoc-acdm,12,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20780,27,Private,298635,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,40,Hong-Kong,>50K,1,0,1,0,0,1
20781,26,Private,213385,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,20,United-States,<=50K,0,0,0,0,0,1
20782,30,?,108464,Some-college,10,3,Some college or associate's degree,1,?,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20783,17,Private,31007,10th,6,1,Less than HS graduate,0,Other-service,Own-child,0,0,30,United-States,<=50K,0,0,0,0,0,0
20784,26,Private,35917,Some-college,10,3,Some college or associate's degree,0,Transport-moving,Not-in-family,0,0,50,United-States,<=50K,0,0,0,0,0,1
20785,45,Private,99385,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,40,Canada,<=50K,0,0,0,0,0,0
20786,50,Private,48358,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,7688,0,40,United-States,>50K,1,0,0,0,0,1
20787,31,Private,241885,HS-grad,9,2,HS graduate,0,Farming-fishing,Unmarried,0,0,45,United-States,<=50K,0,0,0,0,0,1
20788,51,Private,24344,Assoc-acdm,12,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20789,56,Private,149686,9th,5,1,Less than HS graduate,0,Machine-op-inspct,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
20790,24,Public-sector,154432,Bachelors,13,4,Bachelor's degree,0,Machine-op-inspct,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,1
20791,29,Private,331875,12th,8,1,Less than HS graduate,0,Handlers-cleaners,Not-in-family,0,0,40,Dominican-Republic,<=50K,0,0,0,0,0,1
20792,26,Private,259585,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,24,United-States,<=50K,0,0,0,0,0,1
20793,51,Private,104748,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
20794,32,Public-sector,144949,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20795,47,Public-sector,199512,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20796,30,Private,302438,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20797,41,?,129155,11th,7,1,Less than HS graduate,0,?,Other-relative,0,0,40,United-States,<=50K,0,0,0,1,0,0
20798,49,Public-sector,115784,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20799,40,Private,96509,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,0,0,40,United-States,>50K,1,1,0,0,0,1
20800,62,Private,226733,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20801,43,Self-emp,244945,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
20802,76,Private,243768,5th-6th,3,1,Less than HS graduate,0,Handlers-cleaners,Not-in-family,0,0,20,United-States,<=50K,0,0,0,0,0,1
20803,40,?,351161,Masters,14,5,Graduate or professional degree,1,?,Husband,0,0,60,United-States,>50K,1,0,0,0,0,1
20804,35,Private,186934,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
20805,27,Private,89813,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
20806,54,Self-emp,129432,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,15024,0,40,United-States,>50K,1,0,0,0,0,1
20807,55,Self-emp,184702,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20808,21,Private,275291,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,0,0,12,United-States,<=50K,0,0,0,0,0,1
20809,20,Private,258298,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,0,0,20,United-States,<=50K,0,0,0,0,0,1
20810,39,Private,139743,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,20,United-States,<=50K,0,0,0,0,0,0
20811,26,Private,102476,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,10520,0,64,United-States,>50K,1,0,0,0,0,1
20812,20,Private,103840,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,0,0,42,United-States,<=50K,0,0,0,0,0,0
20813,28,Private,274579,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,60,United-States,<=50K,0,0,0,0,0,1
20814,56,Public-sector,156842,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,1
20815,39,Private,101020,12th,8,1,Less than HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20816,44,Public-sector,68729,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,1,0,0,1
20817,55,Private,141326,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20818,54,Self-emp,168723,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20819,30,Private,347166,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,13550,0,45,United-States,>50K,1,0,0,0,0,1
20820,34,Public-sector,213722,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,0,0,57,United-States,>50K,1,0,0,0,0,1
20821,42,Private,196797,HS-grad,9,2,HS graduate,0,Transport-moving,Unmarried,0,0,38,United-States,<=50K,0,0,0,1,0,0
20822,50,Self-emp,207246,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Unmarried,0,0,75,United-States,<=50K,0,0,0,0,0,0
20823,34,Public-sector,199934,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,0,0,40,United-States,>50K,1,0,0,1,0,1
20824,23,Private,272185,Assoc-voc,11,3,Some college or associate's degree,0,Craft-repair,Own-child,0,0,33,United-States,<=50K,0,0,0,0,0,1
20825,27,?,190650,Bachelors,13,4,Bachelor's degree,0,?,Unmarried,0,0,25,Philippines,<=50K,0,0,1,0,0,1
20826,81,?,147097,Bachelors,13,4,Bachelor's degree,0,?,Not-in-family,0,0,5,United-States,<=50K,0,0,0,0,0,1
20827,47,Private,266281,11th,7,1,Less than HS graduate,0,Machine-op-inspct,Unmarried,6849,0,40,United-States,<=50K,0,0,0,1,0,0
20828,57,Private,96779,5th-6th,3,1,Less than HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20829,65,?,117162,Assoc-voc,11,3,Some college or associate's degree,1,?,Wife,0,0,56,United-States,>50K,1,0,0,0,0,0
20830,33,Private,188352,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,50,United-States,<=50K,0,0,0,1,0,1
20831,37,Private,359131,HS-grad,9,2,HS graduate,0,Craft-repair,Unmarried,0,0,48,United-States,<=50K,0,0,0,0,0,0
20832,53,Private,198824,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
20833,27,Public-sector,68393,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20834,47,Private,115613,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
20835,42,Private,45363,Assoc-acdm,12,3,Some college or associate's degree,1,Prof-specialty,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
20836,39,Private,121590,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,4787,0,40,United-States,>50K,1,0,0,1,0,1
20837,58,Public-sector,292379,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20838,20,Private,482732,HS-grad,9,2,HS graduate,0,Adm-clerical,Other-relative,0,0,24,United-States,<=50K,0,0,0,0,0,1
20839,19,Private,198663,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,1
20840,39,Private,230329,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,35,United-States,<=50K,0,0,0,0,0,1
20841,51,Private,29887,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,0,0,44,United-States,<=50K,0,0,0,0,0,1
20842,52,Private,194259,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,40,Germany,<=50K,0,0,0,0,0,0
20843,53,Private,126368,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,50,United-States,>50K,1,0,0,0,0,0
20844,50,Private,108446,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20845,36,Private,220696,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20846,30,Private,32008,Bachelors,13,4,Bachelor's degree,0,Tech-support,Not-in-family,0,0,72,United-States,<=50K,0,0,0,0,0,0
20847,30,Private,191777,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,0,0,40,?,<=50K,0,0,0,1,0,0
20848,50,Private,185846,HS-grad,9,2,HS graduate,1,Sales,Husband,0,0,55,United-States,>50K,1,0,0,0,0,1
20849,76,Private,127016,7th-8th,4,1,Less than HS graduate,0,Priv-house-serv,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20850,46,Self-emp,102308,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,2415,40,United-States,>50K,1,0,0,0,0,1
20851,24,Private,157894,Some-college,10,3,Some college or associate's degree,0,Handlers-cleaners,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,1
20852,26,Private,345405,HS-grad,9,2,HS graduate,1,Sales,Husband,2885,0,40,United-States,<=50K,0,0,0,0,0,1
20853,56,Self-emp,94156,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,0,1977,50,United-States,>50K,1,0,0,0,0,1
20854,50,Private,145409,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,15024,0,40,United-States,>50K,1,0,0,0,0,1
20855,22,Private,190968,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,2407,0,40,United-States,<=50K,0,0,0,0,0,1
20856,23,Public-sector,212803,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,0
20857,51,Private,168660,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
20858,58,Private,234481,10th,6,1,Less than HS graduate,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20859,38,Private,131461,9th,5,1,Less than HS graduate,1,Other-service,Wife,0,0,24,Haiti,<=50K,0,0,0,1,0,0
20860,45,Private,408773,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20861,55,Self-emp,126117,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20862,45,Private,155489,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,0,0,60,United-States,>50K,1,0,0,0,0,1
20863,42,Private,296749,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
20864,44,Public-sector,185832,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Husband,0,0,46,United-States,>50K,1,0,0,0,0,1
20865,60,Private,43235,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
20866,27,Private,213152,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20867,25,Public-sector,334267,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20868,61,?,253101,Bachelors,13,4,Bachelor's degree,0,?,Not-in-family,0,0,24,United-States,<=50K,0,0,0,0,0,0
